time_origin,time_dest,?column?,?column?,pairs
1420475456,1457947422,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/a2137c976ed9fd5849ca8796c66cdb6a7d36ae69,5
1388458829,1393716020,https://github.com/alibaba/jstorm/commit/9b6b33d10687f3640a0ce7170c35b3482a82b922,https://github.com/libgdx/libgdx/commit/08711a2152eda79f20c2db6064b4f1b444b6ea0c,4
1420475456,1433424833,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/0660828628cd63c4b6018f0fc500a87fb6cb3fc6,4
1449716440,1462293934,https://github.com/alibaba/jstorm/commit/6dc60b06a0a8880cf37c88a462a213737703be80,https://github.com/orientechnologies/orientdb/commit/dba9422e09ec89a7161a9182e15659c961b34525,4
1420475456,1429542925,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/dc3738149eb835c5951e7f80190877faa10090ed,4
1388458829,1466999718,https://github.com/alibaba/jstorm/commit/9b6b33d10687f3640a0ce7170c35b3482a82b922,https://github.com/square/okhttp/commit/a4d3082d2f705598c753702863a3068bc36621cc,4
1420475456,1424785548,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/586ad4842b2cfc39badf43ae15f197267a576dbf,4
1420475456,1436354387,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/0e8f634aeb1379e7df04ae7d3b161d49656fa92c,4
1388137372,1417599795,https://github.com/alibaba/jstorm/commit/188e2f92a4b766afd4184ffdfb26d4b3d88bfa1a,https://github.com/orientechnologies/orientdb/commit/8d87f2cc3f27b3410e9883298ab962644e4541a8,4
1384744268,1414967437,https://github.com/jhy/jsoup/commit/6c4f16f233cdfd7aedef33374609e9aa4ede255c,https://github.com/thinkaurelius/titan/commit/0af6c47e24f11f18fb4b559c58e30e1a8a3e54d1,4
1449716440,1464694963,https://github.com/alibaba/jstorm/commit/6dc60b06a0a8880cf37c88a462a213737703be80,https://github.com/alibaba/druid/commit/178de15fac9b9d085bed8bae05360dd7a27715bc,4
1388458829,1417599795,https://github.com/alibaba/jstorm/commit/9b6b33d10687f3640a0ce7170c35b3482a82b922,https://github.com/orientechnologies/orientdb/commit/8d87f2cc3f27b3410e9883298ab962644e4541a8,4
1449716440,1463413721,https://github.com/alibaba/jstorm/commit/6dc60b06a0a8880cf37c88a462a213737703be80,https://github.com/jankotek/mapdb/commit/95a905f7572e9245d8888b9ec43f88cd7a9a664b,4
1420475456,1436276591,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/6924b49f874251d8c4f1ab6cff1da60c6f6136cc,4
